Date;Type;Country;Injury
26-Mar-1907;Unprovoked;USA;FATAL, shark bit his side, nearly cutting him in two  
07-Mar-1907;Unprovoked;MALTA;FATAL,            Fell overboard and were killed by shark
09-Feb-1907;Unprovoked;PHILIPPINES;Finger severed
05-Feb-1907;Unprovoked;NEW ZEALAND;FATAL, leg severely bitten     
03-Feb-1907;Unprovoked;AUSTRALIA;FATAL
1907;Unprovoked;VIETNAM;Leg severely bitten, surgically amputated
1907;Unprovoked;USA;FATAL
16-Nov-1906;Unprovoked;JAMAICA;Leg bitten
Reported 10-Oct-1906;Unprovoked;USA;Buttock bitten
Reported 10-Oct-1906;Unprovoked;USA;FATAL
Reported 10-Oct-1906;Unprovoked;USA;Arm severed
Reported 10-Oct-1906;Unprovoked;USA;FATAL
Reported 27-Sep-1906;Unprovoked;INDONESIA;Thumb & index finger of left hand severed
Reported 27-Sep-1906;Unprovoked;INDONESIA;FATAL
Reported 05-Sep-1906;Unprovoked;AUSTRALIA;FATAL
Sep-1906;Provoked;USA;"PROVOKED INCIDENT        No injury; shirt torn by gaffed shark"
20-Aug-1906;Unprovoked;YEMEN ;Leg severed. Injury originally thought due to boat's propeller
04-Aug-1906;Unprovoked;USA;FATAL
Reported 05-Jul-1906;Unprovoked;USA;FATAL
Jul-1906;Invalid;MOZAMBIQUE;"Sanna may have drowned; his hand  (identified by ring on finger) found in a shark at the market"
Reported 27-Apr-1906;Unprovoked;INDONESIA;FATAL
16-Apr-1906;Provoked;AUSTRALIA;Finger severed by shark he had shot & stabbed PROVOKED INCIDENT
14-Apr-1906;Unprovoked;AUSTRALIA;FATAL
Reported 10-April 1906;Sea Disaster;INDONESIA;FATAL x 2
Reported 02-April 1906;Invalid;AUSTRALIA;Cause of death may have been downing
Reported 14-Feb-1906;Invalid;NEW ZEALAND;Shark involvement prior to death was not determined
28-Jan-1906;Unprovoked;AUSTRALIA;FATAL
20-Jan-1906;Unprovoked;SOUTH AFRICA;FATAL, hips & thigh bitten 
31-Dec-1905;Unprovoked;SOUTH AFRICA;FATAL, left torso, buttocks, thigh & foot bitten 
29-Dec-1905;Invalid;AUSTRALIA;"""Bad wound in the leg"" - 7-ft shark caught in the bath same day"
29-Sep-1905;Unprovoked;AUSTRALIA;FATAL. Shark involvement suspected but not confirmed
Reported 06-Sep-1905;Provoked;USA;Lacerations to leg from hooked shark PROVOKED INCIDENT
24-Aug-1905;Invalid;EGYPT;Probable drowning & scavenging. 
Late Aug-1905;Unprovoked;USA;3 toes of right foot were severed
Aug-1905;Unprovoked;PHILIPPINES;Leg bitten
29-Jul-1905;Unprovoked;USA;Body not recovered FATAL
Reported 25-Jul-1905;Invalid;ITALY;Body recovered from shark, probable drowning and scavenging
10-Jul-1905;Unprovoked;INDONESIA;FATAL
Jul-1905;Unprovoked;USA;FATAL
22-May-1905;Unprovoked;USA;Lacerations to back & right leg
06-Apr-1905;Unprovoked;SOUTH AFRICA;FATAL, thigh bitten, femoral artery severed  
26-Mar-1905;Unprovoked;AUSTRALIA;Righ thigh severely bitten
25-Mar-1905;Invalid;AUSTRALIA;FATAL
10-Feb-1905;Invalid;AUSTRALIA;Thought to have been taken by a shark
01-Jan-1905;Invalid;AUSTRALIA;Reported to have been killed by a shark but 2 years later he was found very much alive
1905;Boating;USA;No injury, shark bumped skiff
02-Nov-1904;Unprovoked;PHILIPPINES;Foot bitten
Reported 11-Oct-1904;Unprovoked;INDIAN OCEAN;FATAL
Sep-1904;Unprovoked;CUBA;FATAL, left leg severed below knee, right leg severed above knee by a second shark
Aug-1904;Unprovoked;CUBA;FATAL, shark pulled them off hull of boat  
28-Jul-1904;Unprovoked;USA;No injury
27-Jul-1904;Unprovoked;USA;FATAL, body not recovered
Reported 01-Jul-1904;Unprovoked;ITALY;FATAL x 4. Afterwards metal mesh nets were installed
07-Feb-1904;Unprovoked;AUSTRALIA;FATAL
04-Feb-1904;Unprovoked;NEW ZEALAND;FATAL
23-Jan-1904;Unprovoked;NEW CALEDONIA;FATAL
1904;Unprovoked;REUNION ISLAND;FATAL
1904;Invalid;USA;Leg bitten
1904;Unprovoked;PHILIPPINES;Left arm bitten
1904;Unprovoked;USA;FATAL, disappeared, then shark caught with head and body of man, from waist down minus leg, in its gut
04-Oct-1903;Unprovoked;CUBA;FATAL
Reported 16-Sep-1903;Unprovoked;USA;Lacerations to right arm & shoulder
July-1903 ;Unprovoked;FALKLAND ISLANDS;Right leg bitten, surgically amputated
21-Jun-1903;Unprovoked;AUSTRALIA;FATAL
04-May-1903;Unprovoked;MEXICO;FATAL x 3
Reported 20-Mar-1903;Unprovoked;AUSTRALIA;Jumped off cliff
12-Mar-1903;Unprovoked;AUSTRALIA;FATAL
  10-Jan-1903;Unprovoked;AUSTRALIA;FATAL
Summer of 1903;Unprovoked;CRETE;FATAL
Ca. 1903;Unprovoked;USA;FATAL, remains (foot) recovered from shark 2 days later
Reported 22-Dec-1902;Unprovoked;NICARAGUA;FATAL
10-Nov-1902;Unprovoked;AUSTRALIA;FATAL
Reported 01-Nov-1902;Unprovoked;USA;Severe laceration to hand
Reported 29-Aug-1902;Unprovoked;ITALY;FATAL
Reported 24-Aug-1902;Boating;CROATIA;No injury to occupants, shark grabbed anchor rope & towed boat
08-Aug-1902;Unprovoked;USA;FATAL, both arms severed  
15-Jul-1902;Provoked;ITALY;Face & arms injured by hooked shark PROVOKED INCIDENT 
06-Jul-1902;Provoked;USA;Shark bit his left arm after he grabbed its tail PROVOKED INCIDENT
02-Jun-1902;Unprovoked;PHILIPPINES;"""Nose hanging by a threat, prints of shark's teeth over entire right cheek"""
Jun-1902;Unprovoked;EGYPT;Bitten on hand and thigh
Apr-1902;Invalid;SOUTH AFRICA;Probable drowning & scavenging
.Reported 22-Feb-1902;Provoked;NEW ZEALAND;No injury, hooked shark bit tousers. PROVOKED INCIDENT
Reported 25-Jan-1902;Unprovoked;AUSTRALIA;FATAL
Reported 19-Jan-1902;Invalid;SOUTH AFRICA;Possible drowning & scavenging. Remains were recovered from a 15' shark's gut
19-Jan-1902;Unprovoked;AUSTRALIA;Legs bitten
01-Dec-1901;Unprovoked;AUSTRALIA;Lacerations to torso & thigh
Mid Oct-1901;Unprovoked;PHILIPPINES;Right thigh bitten 
Reported 23-Sep-1901;Unprovoked;CYPRUS;FATAL, bitten on arms, chest & legs
30-Jul-1901;Unprovoked;SOUTH AFRICA;Right leg bitten & foot severed, right arm bitten, bones fractured & nearly severed FATAL
17-Jul-1901;Invalid;ITALY;Disappeared, but shark involvement unconfirmed
Reported 29-Jun-1901;Invalid;YEMEN ;
24-Jun-1901;Unprovoked;PHILIPPINES;"Left thigh stripped of flesh 4"" above the knee "
30-Jan-1901;Unprovoked;AUSTRALIA;Thigh bitten, FATAL
Summer 1901;Unprovoked;USA;Abdomen bitten
27-Dec-1900;Unprovoked;AUSTRALIA;FATAL
14-Nov-1900;Unprovoked;SOUTH AFRICA;FATAL, legs severed
27-Oct-1900;Invalid;SOUTH AFRICA;Probable drowning & scavenging
15-Sep-1900;Unprovoked;AUSTRALIA;Laceration to right leg
13-Sep-1900;Unprovoked;USA;No injury
05-Sep-1900;Unprovoked;USA;"Bathing suit torn & ""imprints of the shark's teeth on his body"""
21-Aug-1900;Unprovoked;USA;Left hand lacerated
31-Jul-1900;Unprovoked;CROATIA;FATAL
14-Jul-1900;Invalid;USA;Believed drowned. UhlbrechtÆs foot, and the pelvis & femur of another person recovered in gut of tiger shark shark caught on 17-Aug-1900
Late Jul-1900;Provoked;USA;No injury to occupants. They shot shark, then it capsized their skiff. PROVOKED INCIDENT
  28-Jan-1900;Unprovoked;AUSTRALIA;Right posterior thigh bitten
Early 1900s;Unprovoked;USA;Severe abrasion when shark swam between his legs
Ca. 1900;Unprovoked;SOUTH AFRICA;Leg severed
18-Dec-1899;Unprovoked;AUSTRALIA;bite to lower leg
20-Nov-1899;Sea Disaster;PHILIPPINES;FATAL
28-Oct-1899;Boating;AUSTRALIA;No injury to occupants, shark bit boat
Reported 12-Oct-1899;Unprovoked;LIBYA;Lacerations to head
Reported 12-Oct-1899;Unprovoked;LIBYA;FATAL
Reported 11-Sep-1899;Unprovoked;MEXICO;FATAL
Reported 23-Aug-1899;Provoked;USA;FATAL, Drowned or crushed when harpooned shark smashed their boat PROVOKED INCIDENT
15-Aug-1899;Unprovoked;USA;FATAL
08-Aug-1899;Unprovoked;EGYPT ;Back muscles torn away
08-Aug-1899;Unprovoked;EGYPT ;Forearm, wrist & hand bitten
08-Aug-1899;Unprovoked;EGYPT;Left leg bitten
Reported 08-Jul-1899;Unprovoked;BAHAMAS;FATAL
07-Jun-1899;Provoked;ITALY;Multiple injuries from boated shark PROVOKED INCIDENT
  02-Jun-1899;Invalid;NEW ZEALAND;FATAL
28-May-1899;Invalid;PHILIPPINES;FATAL
Reported 04-May-1899;Unprovoked;ITALY;FATAL
28-Jan-1899;Invalid;AUSTRALIA;Drowning may mav preceded attack
1899 During the Seige of Ladysmith;Unprovoked;SOUTH AFRICA;Foot severed 
1899;Boating;USA;No injury to occupants. shark bit oar
Ca. 1899;Unprovoked;USA;Leg bitten
Reported 28-Dec-1898;Unprovoked;AUSTRALIA;FATAL
28-Oct-1898;Unprovoked;USA;FATAL
Reported 07-Sep-1898;Unprovoked;WEST INDIES;FATAL
22-Aug-1898;Unprovoked;USA;Laceration to thigh
Reported 26-Jul-1898;Invalid;AUSTRALIA;Reported fatal, but this is a questionable incident
15-Jul-1898;Unprovoked;YEMEN ;FATAL, severe injuries to both arms & legs, 3 limbs surgically amputed & died after 3 days  
14-Jul-1898;Unprovoked;YEMEN ;FATAL
 Jul-1898;Unprovoked;CUBA;FATAL
22-Jun-1898;Unprovoked;NEW CALEDONIA;FATAL
13-Apr-1898;Sea Disaster;FIJI;Lacerations to thigh
1898.01.24;Unprovoked;SRI LANKA;FATAL
Reported 1898;Invalid;CRETE;Unknown
1898;Unprovoked;USA;Lacerations to left hand
1898 (soon after the close of the Spanish-American War);Unprovoked;CUBA;FATAL, 7 survived but 6 were taken by sharks
1898;Unprovoked;JAMAICA;Hand lacerated, 2 fingers severed
1898;Unprovoked;CUBA;FATAL, 4 were killed by sharks, 1 survived
1898-1899;Unprovoked;USA;Lacerations
Summer of 1898;Unprovoked;YEMEN ;FATAL
1898;Sea Disaster;USA;FATAL
Reported 04-Dec-1897;Provoked;USA;Hooked shark bit his leg PROVOKED INCIDENT
15-Oct-1897;Invalid;MEXICO;Minor injuries
Reported 05-Oct-1897;Unprovoked;MARSHALL ISLANDS;FATAL
17-Sep-1897;Provoked;USA;Lacerations to hand by netted shark PROVOKED INCIDENT
06-Sep-1897;Unprovoked;USA;Lacerations to lower leg
21-Jul-1897;Unprovoked;SOUTH AFRICA;FATAL
09-Jun-1897;Sea Disaster;YEMEN ;FATAL
Reported 15-Mar-1897;Unprovoked;USA;FATAL
1897;Unprovoked;NEW ZEALAND;Lacerations to left arm
1897;Unprovoked;EGYPT;No details
23-Decp1896;Boating;AUSTRALIA;No injury to occupants. Shark bit boat several times
20-Dec-1896;Unprovoked;NEW ZEALAND;FATAL, left arm severed at elbow,  right arm at wrist 
Reported 17-Dec-1896;Unprovoked;NEW ZEALAND;FATAL
29-Nov-1896;Unprovoked;AUSTRALIA;FATAL
01-Nov-1896;Unprovoked;AUSTRALIA;FATAL
Reported 11-Sep-1896;Unprovoked;SRI LANKA;Leg severed
25-Jul-1896;Unprovoked;USA;FATAL
Reported 21-Jun-1896;Unprovoked;USA;Lacerations to foot and calf
 11-Jan-1896;Unprovoked;AUSTRALIA;FATAL
1896;Unprovoked;USA;FATAL
1896;Unprovoked;HAITI;Leg severed below knee
09-Dec-1895;Unprovoked;AUSTRALIA;FATAL
Reported 21-Nov-1895;Unprovoked;BARBADOS;Leg bitten
16-Nov-1895;Unprovoked;AUSTRALIA;FATAL
18-Sep-1895;Sea Disaster;CUBA;Probable drowning & scavenging
Reported 14-Sep-1895;Unprovoked;YEMEN ;FATAL
Sep-1895;Provoked;USA;No injury, hooked shark rammed boat & Ruark fell on its back PROVOKED INCIDENT
11-Aug-1895;Unprovoked;USA;FATAL
2-Aug-1895;Unprovoked;USA;Arm bitten
Reported 16-Jul-1895;Unprovoked;JAPAN;FATAL
Reported 03-Jun-1895;Unprovoked;AUSTRALIA;FATAL
21-May-1895;Sea Disaster;BAHAMAS;Heel bitten
03-May-1895;Unprovoked;NEW ZEALAND;FATAL       Thigh bitten
29-Apr-1895;Unprovoked;SOUTH AFRICA;FATAL, right arm lacerated 
23-Apr-1895;Unprovoked;NEW ZEALAND;Lacerations to foot
Reported 29-Mar-1895;Unprovoked;INDONESIA;FATAL
15-Mar-1895;Unprovoked;AUSTRALIA;Lower leg & foot bitten
27-Feb-1895;Unprovoked;AUSTRALIA;FATAL
Reported 23-Feb-1895;Unprovoked;PANAMA;FATAL
1895;Boating;AUSTRALIA;No injury to occupants of boat
11-Dec-1894;Provoked;USA;Left leg bitten PROVOKED INCIDENT
28-Nov-1894;Unprovoked;AUSTRALIA;"""Lost his arm"""
Reported 06-Oct-1894;Unprovoked;USA;FATAL
Reported 12-Sep-1894;Unprovoked;USA;Lacerations to leg
Reported 06-Sep-1894;Unprovoked;FIJI;Foot severed
Reported 01-Sep-1894;Provoked;USA;Laceration to calf  PROVOKED INCIDENT
21-Aug-1894;Unprovoked;USA;No injury
01-Aug-1894;Unprovoked;USA;Lacerations to thigh
Reportd 15-Jul-1894;Unprovoked;FRANCE;No injury
29-Jun-1894;Unprovoked;USA;"""Painfully injured"" but no details"
25-Jun-1894;Unprovoked;SOUTH AFRICA;FATAL
Reported 15-Jun-1894;Unprovoked;USA;Right leg bitten
Reported 15-Jun-1894;Unprovoked;MEXICO;FATAL 
Reported 28-Apr-1894;Unprovoked;BURMA;FATAL
Reported 28-Apr-1894;Unprovoked;BURMA;FATAL 
Reported 20-Oct-1893;Unprovoked;INDIA;FATAL
16-Oct-1893;Invalid;CROATIA;"No injury; no attack"
03-Jul-1893;Sea Disaster;PHILIPPINES;FATAL
Reported 22-Jun-1893;Unprovoked;NIGERIA;FATAL
22-Jun-1893;Unprovoked;LEBANON;FATAL
Reported 23-May-1893;Unprovoked;FIJI;FATAL
17-May-1893;Unprovoked;CUBA;FATAL
Reported 15-Apr-1893;Unprovoked;SOUTH ATLANTIC OCEAN;One leg severed by the shark, the other surgically amputated
14-Apr-1893;Unprovoked;AUSTRALIA;Leg bitten
04-Apr-1893;Invalid;AUSTRALIA;Fatal, probable drowning
Reported 30-Jan-1893;Unprovoked;NEW ZEALAND;FATAL
Reported 18-Jan-1893;Unprovoked;FRENCH POLYNESIA;FATAL.Tossed overboard to sharks by Rodrigue brothers who were later executed in Manila
1893;Unprovoked;EGYPT;No details
15-Dec-1892;Unprovoked;ATLANTIC OCEAN;FATAL
Reported 09-Nov-1892;Unprovoked;AUSTRALIA;Laceration to arm
06-Nov-1892;Unprovoked;AUSTRALIA;Abrasions to left leg
Reported 16-Sep-1892;Unprovoked;USA;Hand bitten
24-Jun-1892;Invalid;FRANCE;No injury, no attack
Reported 20-Jun-1892;Unprovoked;CUBA;FATAL
Reported 19-May-1892;Unprovoked;NEW ZEALAND;Minor injury to leg
Reported 21-Apr-1892;Unprovoked;BAHAMAS;FATAL, leg severed
Reported 25-Mar-1892;Unprovoked;PACIFIC OCEAN;6 or 8 of the would-be rescuers were shot & the rest were killed by sharks
02-Mar-1892;Provoked;AUSTRALIA;Lacerations to calf by netted shark PROVOKED INCIDENT
1892;Provoked;AUSTRALIA;FATAL         Bitten in two by shark that he molested with a knife. Buried at Batu Island.  PROVOKED INCIDENT
Reported 31-Dec-1891;Unprovoked;AUSTRALIA;Foot severed
Reported 22-Dec-1891;Unprovoked;NEW ZEALAND;Hand bitten
29-Nov-1891;Unprovoked;MARTINIQUE;Injured
Reported 14-Sep-1891;Sea Disaster;KIRIBATI;FATAL. Of 38 people in the water, 8 were killed by sharks & 1 man's leg was severed
Reported 30-Aug-1891;Unprovoked;CANADA;FATAL
29-Aug-1891;Provoked;USA;Survived, PROVOKED INCIDENT
11-Jun-1891;Invalid;USA;Fatal, but death may have been due to drowning
10-Mar-1891;Unprovoked;PARAGUAY;FATAL
Reported 08-Jan-1891;Unprovoked;JAMAICA;FATAL
30-Dec-1890;Invalid;AUSTRALIA;Fatal, but death may have been due to drowning
Reported 27-Dec-1890;Unprovoked;BRITISH NEW GUINEA;Arm bitten
Reported 25-Oct-1890;Unprovoked;ATLANTIC OCEAN;FATAL
Reported 17-Aug-1890;Provoked;USA;No injury to occupants. Hooked shark damaged boat PROVOKED INCIDENT
9-Aug-1890;Unprovoked;USA;Severe lacerations to left arm.
 08-Aug-1890;Unprovoked;SAMOA;Both legs severed
06-26-1890;Unprovoked;CROATIA;Legs severed 
Reported 14-Jun-1890;Unprovoked;PERSIAN GULF;Severe lacerations to foot
Reported 02-Jun-1890;Unprovoked;EGYPT;FATAL
14-May-1890;Invalid;SOUTH AFRICA;Forensic evidence indicated death resulted from drowning, his body was subsequently scavenged by a shark
Reported 03-Mar-1890;;CEYLON;FATAL
25-Feb-1890;Boating;MALTA;FATAL, 2 men were lost, presumed taken by the shark
1890 ;Unprovoked;AUSTRALIA;Knee bitten
1890;Unprovoked;INDIA;No details
1890;Unprovoked;INDIA;No details
1890;Unprovoked;NEW ZEALAND;FATAL
Ca. 1890;Unprovoked;SOUTH AFRICA;FATAL, leg bitten, foot partly severed 
Reported 29-Nov-1889;Invalid;GREECE;Human remains found in 4m, 900 kg shark
22-Nov-1889;Unprovoked;AUSTRALIA;FATAL
16-Nov-1889;Invalid;USA;Speculated that he was taken by a shark but most likely drowned
Reported 03-Oct-1889;Unprovoked;INDIA;FATAL
21-Jul-1889;Unprovoked;USA;FATAL, calf bitten
  19-Jul-1889;Unprovoked;USA;Leg bitten
08-Jul-1889;Unprovoked;AUSTRALIA;FATAL 
Reported 31-Jan-1889;Provoked;USA;No injury to occupants. Gaffed shark capsized boat PROVOKED INCIDENT
Jan-1889;Unprovoked;SIERRA LEONE;FATAL
Reported 25-Dec-1888;Unprovoked;INDIAN OCEAN;Foot severed
09-Dec-1888;Unprovoked;AUSTRALIA;FATAL
Dec-1888;Unprovoked;AUSTRALIA;FATAL
Reported 23-Oct-1888;Unprovoked;CROATIA;Human remains found in shark
14-Aug-1888;Sea Disaster;CANADA;FATAL
Reported 01-Aug-1888;Boating;USA;No injury to occupants. Shark beat away with oar
Reported 20-Jul-1888;Invalid;JAMAICA;Human remains recovered from a 10' to 12' shark caught in a turtle net
Reported 13-Jul-1888;Sea Disaster;INDIA;FATAL, only 1 of her crew of 7 survived
04-Jul-1888;Invalid;CROATIA;Human remains & clothing found in 7' shark
24-Jun-1888;Boating;AUSTRALIA;No injury to occupants, shark holed boat
Reported 18-Jun-1888;Invalid;AUSTRALIA;Probable drowning & scavenging
17-Feb-1888;Unprovoked;NEW ZEALAND;Arm severely lacerated, surgically amputated
22-Jan-1888;Boating;AUSTRALIA;Shark bit boat, but no injury to occupant who swam ashore
Feb-1888;Unprovoked;SOUTH AFRICA;FATAL
1888;Unprovoked;LIBYA;Lacerations to thorax and hands
Reported 22-Dec-1887;Unprovoked;HONDURAS;FATAL
04-Dec-1887;Unprovoked;AUSTRALIA;FATAL
18-Oct-1887;Unprovoked;USA;FATAL
October 1887;Sea Disaster;BAHAMAS;FATAL
22-Sep-1887;Unprovoked;ITALY;Leg injured
11-Sep-1887;Invalid;CROATIA;Shoes & human remains found in a shark
12-Mar-1887;Boating;AUSTRALIA;No injury to occupants
Reported 08-Feb-1887;Unprovoked;NEW ZEALAND;FATAL
08-Feb-1887;Provoked;SOUTH AFRICA;Harpooned shark, bit boat, causing it to ship water. Boat reached shore in sinking condition PROVOKED INCIDENT
20-Jan-1887;Sea Disaster;BRAZIL;FATAL
12-Jan-1887;Unprovoked;SOUTH AFRICA;FATAL, flesh removed hip to knee, calf & heel bitten 
1887;Sea Disaster;OCEAN;Foot severed
Mid-Aug-1886;Boating;USA;Shark attacked boat, shark killed & towed to shore
Mid-Aug-1886;Provoked;USA;No injury, sharks ripped net & bit boat PROVOKED INCIDENT
Aug-1886;Boating;USA;No injury. They were chased by three sharks, one of which rammed their boat
17-Jun-1886;Unprovoked;AUSTRALIA;FATAL
02-Jun-1886;Invalid;USA;The body of one woman had been bitten by a shark but it is not known if she was alive at the time, the other woman disappeared
06-May-1886;Unprovoked;NEW CALEDONIA;FATAL
26-Apr-1886;Unprovoked;AUSTRALIA;Wrist bitten
11-Apr-1886;Invalid;NEW ZEALAND;Probable drowning & scavenging
Reported 06-Mar-1886;Invalid;NEW ZEALAND;Left leg severed. Probably confusion with GSAF 1886.01.28
Mar-1886;Invalid;AUSTRALIA;"His body was found in a tiger shark; next day other human remains found in sharks at Berry's Bay "
13-Feb-1886;Boating;AUSTRALIA;"No injury to occupants, shark shook boat ""stem to stern"""
28-Jan-1886;Unprovoked;SOUTH AFRICA;Chest & buttocks bitten, left leg severed at knee
26-Jan-1886;Unprovoked;AUSTRALIA;Foot bitten
01-Jan-1886;Unprovoked;SOUTH AFRICA;FATAL. Partial remains washed ashore the next day
1886;Unprovoked;AUSTRALIA;Leg severed
Reported 26-Nov-1885;Boating;AUSTRALIA;No injury to occupant, shark bit off section of the boat's rudder
26-Nov-1885;Unprovoked;AUSTRALIA;Laceration to calf
17-Aug-1885;Unprovoked;ATLANTIC OCEAN;FATAL
26-Jul-1885;Sea Disaster;USA;Left arm severed
26-Jul-1885;Sea Disaster;USA;Laceration to torso
26-Jul-1885;Sea Disaster;USA;FATAL
09-Apr-1885;Unprovoked;NEW ZEALAND;Lacerations to lower leg
28-Mar-1885;Unprovoked;SOUTH AFRICA;No injury to occupant, rammed oar in shark's mouth and it bit the oar 
13-Dec-1884;Sea Disaster;AUSTRALIA;Cause of death most likely drowning, remains recovered in shark
Reported 08-Dec-1884;Provoked;FRANCE;FATAL            Leg severed by harpooned shark PROVOKED INCIDENT
Reported 28-Aug-1884;Unprovoked;USA;Hand bitten
18-Aug-1884;Invalid;USA;Unclear if he sustained any injury from the 7' shark
Reported 28-Apr-1884;Unprovoked;BRAZIL;FATAL
16-Jan-1884;Unprovoked;SOUTH AFRICA;FATAL
14-Jan-1884;Unprovoked;AUSTRALIA;FATAL
19-Dec-1883;Unprovoked;AUSTRALIA;FATAL
Reported 18-Dec-1883;Unprovoked;USA;FATAL
Reported 20-Oct-1883;Unprovoked;URUGUAY;FATAL
Reported 19-Oct-1883;Unprovoked;USA;FATAL
Reported 14-Sep-1883 (probably happened Ca. 1843/1844);Unprovoked;AUSTRALIA;FATAL
05-Jul-1883;Provoked;GEORGIA;Leg injured by hooked shark PROVOKED INCIDENT
Reported 26-Feb-1883;Unprovoked;AUSTRALIA;Arm severed
Reported 25-Feb-1883;Unprovoked;AUSTRALIA;FATAL
21-Jan-1883;Unprovoked;AUSTRALIA;FATAL
1883;Unprovoked;PACIFIC OCEAN;FATAL, remains recovered from 2 sharks
Summer of 1883;Unprovoked;USA;FATAL
1883;Invalid;USA;Body found with arm severed by shark, but shark involvement prior to death was uncomfirmed
1883;Unprovoked;USA;FATAL
03-Dec-1882;Provoked;NEW ZEALAND;Hand severely nipped PROVOKED INCIDENT 
12-Nov-1882;Unprovoked;NEW ZEALAND;Sole of foot bitten
12-Nov-1882;Unprovoked;NEW ZEALAND;Lacerations to thigh
Sep-1882;Unprovoked;JAPAN;Lacerations to elbows &  knees
14-May-1882;Unprovoked;AUSTRALIA;Laceration to calf
Reported 12-May-1882;Unprovoked;AUSTRALIA;FATAL      Torso bitten
15-Apr-1882;Unprovoked;AUSTRALIA;FATAL
Reported  07-Feb-1882;Unprovoked;AUSTRALIA;FATAL                       Thigh bitten
Reported 23-Jan-1882;Unprovoked;AUSTRALIA;FATAL
Reprted 05-Jan-1882;Unprovoked;ATLANTIC OCEAN;FATAL
1882;Unprovoked;USA;No injury, sack rammed by shark & shark  harassed him when he surfaced
1882;Unprovoked;AUSTRALIA;Survived
13-Nov-1881;Invalid;AUSTRALIA;Shark involvement suspected but not confirmed
16-Oct-1881;Invalid;USA;FATAL
05-Sep-1881;Unprovoked;USA;FATAL, possible post-mortem bites
